,endoscopic,control,gastric,duodenal,bleeding,non,invasive,mechanical,ventilation,other,partial,resection,small,intestine,aorto,coronary,bypass,three,arteries,single,internal,mammary,artery,temporary,tracheostomy,open,replacement,aortic,valve,with,tissue,graft,interruption,the,vena,cava,venous,catheterization,not,elsewhere,classified,percutaneous,abdominal,drainage,hemodialysis,esophagogastroduodenoscopy,egd,closed,biopsy,endovascular,total,embolization,occlusion,head,neck,vessels,four,more,continuous,for,less,than,consecutive,hours,transluminal,angioplasty,ptca,endoscopy,mitral,insertion,endotracheal,tube,enteral,infusion,concentrated,nutritional,substances,reduction,fracture,fixation,femur,heart,valvuloplasty,without,one,excisional,debridement,wound,infection,burn,procedures,on,excision,destruction,lesion,brain,transfusion,packed,cells,right,hemicolectomy,implant,pulsation,balloon,colonoscopy,two,thoracentesis,incision,cerebral,meninges,central,catheter,placement,guidance,left,cardiac,renal,dialysis,transplant,liver,spinal,tap,arterial,implantation,automatic,cardioverter,defibrillator,system,aicd,diagnostic,ultrasound,peripheral,vascular,shunt,combined,vessel,s,arteriography,injection,thrombolytic,agent,approach
44,0.058800057,0.20392035,0.5835591,0.13962604,0.5505204,-0.008570944,0.0006338514,0.16038157,0.3958153,0.039256703,0.2950678,0.27315444,0.14278094,0.40387604,0.117821135,0.13349989,0.3249576,0.21292016,-0.2638747,0.40435603,0.40555802,0.7840417,0.06793032,0.24929547,0.3058235,0.2591925,0.63627666,0.158581,0.17271236,0.1800363,0.25039583,0.56436396,0.55702883,0.18736419,-0.3593138,-0.40313447,0.3654686,0.3309022,0.038653042,0.23874186,0.04834134,-0.034079213,0.4630001,0.74098647,0.070071466,0.21614055,0.07679431,0.098978594,0.31622037,-0.3142078,0.24161394,-0.18818165,0.27779892,0.097775295,0.27992177,-0.020227466,0.21211955,0.2766158,0.24561335,0.21793999,0.20826273,0.11085779,-0.22789747,0.40060472,-0.20992516,-0.18612961,0.11975206,0.49071652,-0.008936773,0.62870014,0.3338641,0.54458517,0.43213373,0.46223608,0.6568432,0.2678492,-0.041427784,0.5119576,0.21916431,0.24667892,0.15139131,0.37179384,-0.2653562,0.21369682,0.3041717,0.3042689,0.47850215,0.59623796,0.35971177,0.41007227,0.5624322,0.2847382,0.50360256,0.30074582,0.49535728,0.1517005,0.26861715,-0.08907262,0.12159894,0.40680927,0.25262356,0.17412773,0.29284927,-0.26922226,0.3810965,0.16985567,0.38488898,0.33099702,-0.036984276,0.15262108,0.42073345,0.14200206,0.32865658,0.488322,0.40939593,0.45776024,0.6381129,0.3345711,0.20300928,0.3792302,0.82407767,0.53577185,0.15166521,0.23394379,0.20321535,-0.11282512,-0.15120102,0.5153319,0.3831448,0.40108028,-0.038543027,0.4819816,0.18463822,0.11335612,0.40612385,0.16313797,0.19879287,-0.1667281,0.5737379,-0.048346557,0.09870078,0.7485558
45,-0.2423908,-0.18877196,-0.09510739,-0.29509038,-0.2208845,0.06247791,0.4031769,-0.46975324,-0.39583203,0.008080238,-0.21171324,0.16738397,-0.15415569,-0.114292614,-0.38931593,-0.28296337,-0.3205851,0.20884804,-0.085595876,0.38084292,-0.2775921,0.052089218,-0.12004021,0.117833436,-0.11794372,-0.56947047,0.12111817,-0.334035,-0.5422151,-0.069622174,-0.01754974,-0.14968604,0.15888672,0.3077946,-0.066005364,0.004263347,-0.22095242,-0.24351701,-0.039854158,0.39786738,0.19063084,0.16581905,0.015777677,-0.27824333,-0.22505917,-0.07757557,0.0733567,-0.546237,0.14321263,-0.072848596,0.097546495,-0.0033562311,-0.57575333,-0.037185606,0.1049512,0.17642294,0.14079021,-0.28739905,0.013281823,-0.33915645,-0.26899374,-0.23473181,0.01893937,-0.13350354,-0.5176755,-0.27398062,0.011892379,0.0003381893,-0.47989288,-0.26879364,-0.120822966,-0.0066193882,0.03170886,-0.4230572,0.50649476,0.77255994,0.3100563,0.071585335,-0.16187157,0.530172,-0.19341283,-0.4823862,-0.5170239,-0.24600607,0.46869907,0.22012632,-0.09739069,-0.23096764,-0.14366639,-0.072829135,-0.19608097,0.07999656,0.18239225,0.2938882,-0.32889405,-0.03941338,0.2812607,-0.026577825,0.29835385,-0.20908147,-0.21733193,0.22497027,-0.12882681,-0.74875635,0.09317712,0.20680486,-0.2363505,-0.3335946,0.16877799,0.0337869,0.1915721,-0.3608802,-0.013170823,0.30793676,-0.24476364,-0.0018626691,-0.30087364,-0.31888533,-0.067590155,-0.17062159,0.011140848,-0.40521446,-0.100953266,0.09819224,-0.4592516,-0.39900792,-0.52256554,-0.15578337,0.052350007,0.29667598,0.1346122,0.1331557,0.047574688,-0.049236987,-0.17310517,0.06440952,0.25517946,0.48969373,-0.00086444744,-0.42476848,-0.12182997,-0.3073479
46,0.2975026,-0.12215667,0.5675039,0.46186253,-0.2369086,0.18990254,0.096501045,-0.24482745,-0.20518923,0.10529364,0.1875879,0.21891429,-0.066724196,0.38923916,0.22264707,0.14563121,-0.1653391,0.03400882,0.13472779,-0.1051844,0.06722724,0.3011529,-0.05106179,0.06692591,-0.24334177,-0.18511996,0.10450685,0.12257675,0.15097183,0.33099765,0.4516267,-0.04871751,0.21411774,-0.0063449168,0.2474877,0.005545855,0.11481458,-0.2262134,-0.19967736,-0.14925082,-0.0626114,-0.04447038,0.27192777,-0.19778293,-0.0041963877,0.33624616,0.038187064,-0.3539702,-0.052600097,-0.1800106,-0.21625885,-0.18278208,-0.31210372,-0.0014056425,-0.33316213,0.0030506505,0.14331162,-0.2907502,-0.08539402,0.07366549,-0.36699665,-0.12367364,0.2112234,0.25835118,0.49243507,-0.23035672,0.010079555,0.11067485,0.15832934,0.04896484,-0.3538987,-0.17176244,0.45238915,0.009403586,-0.26501995,0.3814337,-0.26899526,-0.12455267,-0.19550863,-0.36238,-0.21221179,0.13480578,-0.2814672,0.27190307,0.011203706,0.43576866,-0.11630996,-0.07288515,0.042537693,0.54900193,-0.35184616,0.5402176,0.24509053,-0.059006836,-0.5115296,0.010009016,-0.034060594,-0.4126377,0.040989965,0.11106683,0.5234041,0.25355458,-0.32055175,-0.18102407,0.20963489,-0.001757339,-0.4285931,-0.29959515,-0.00963335,-0.083448365,0.15273099,-0.6064397,0.078929566,-0.11085235,0.101473674,0.27333766,0.2189117,-0.4792941,0.025615633,0.54756945,-0.33235428,-0.07905426,0.08897515,0.32487756,-0.06342428,0.6078002,0.3081313,0.05303107,-0.102884255,-0.32905877,0.24957183,0.1231935,0.063329704,-0.12140596,0.008994587,-0.37105823,-0.48015553,0.010828415,0.032481786,0.121744774,-0.43120965,-0.6258751
47,-0.91946304,-0.4783469,-0.57288134,-0.53904045,-0.42505047,-0.4233385,0.05259219,-0.26607463,-0.35451064,-0.41704196,-0.63865787,-0.65973234,-0.007191837,0.07268496,-0.4415899,-0.18697159,-0.60334873,-0.047134597,0.0035074921,-0.095526166,0.013095407,0.23033713,-0.3443528,-0.19875193,0.04553939,-0.2866338,0.03644082,0.17399693,-0.05424851,-0.30809957,-0.09770419,-0.6569489,-0.2370452,-0.016507272,-0.3956243,-0.12381329,-0.27544546,-0.038627174,-0.14213237,0.045037284,-0.1545474,-0.19141164,-0.14657192,-0.3587623,0.032404017,-0.45948368,-0.13082585,-0.08916202,-0.64803624,-0.20198916,-0.34228945,-0.6034071,-0.2975005,-0.25117177,-0.12631947,0.05972992,-0.044818588,0.0007134973,-0.073199525,-0.29927897,-0.26739946,-0.1106795,0.027397742,-0.15143746,-0.3853425,-0.34503973,-0.028098373,-0.50825125,-0.23879485,0.31333965,-0.1848362,0.41305745,-0.6181361,-0.78119797,0.4364646,-0.46492594,-0.18940312,-0.09884251,-0.538106,-0.1848099,-0.37298948,-0.13978203,-0.28774545,-0.4564634,-0.20934947,-0.6231724,-0.54858196,-0.21610236,0.18157183,-0.37626776,-0.26540476,-0.030698674,-0.18782355,-0.08647941,-0.09192231,0.042245105,-0.4855982,0.08272586,0.31072053,-0.54773086,-0.7180281,-0.39218104,-0.38200584,-0.38532597,-0.61734,-0.010980874,-0.48795193,-0.23642392,-0.21411623,0.16558203,0.19594303,0.15099448,-0.048534833,-0.1727431,-0.46264893,-0.033555727,-0.0030085056,0.0018798246,-0.1714704,-0.004171098,0.032800265,-0.2330997,-0.32207626,-0.099001154,-0.07317943,-0.13892367,-0.11683204,0.59416413,-0.11940074,-0.6368888,-0.13804574,0.0035073948,0.06950476,-0.08096886,-0.23374595,-0.11984581,-0.064877324,-0.3833152,-0.6216809,-0.68214244,-0.5598072,-0.20064412
48,0.2088223,-0.09652677,-0.5508288,-0.58417875,-0.08183138,-0.13301212,0.15202451,0.7148437,0.03776038,-0.24235827,-0.013923795,-0.15730655,0.21891637,-0.0031174896,0.05729806,0.2201665,-0.018224336,-0.16978286,0.5079406,0.3920613,0.4285119,-0.048532188,0.29676118,0.1687967,-0.0027754854,0.28336266,-0.3436822,-0.28019208,-0.007775095,0.23836298,0.15458257,0.06581864,0.24387828,-0.029260147,0.14397372,0.18715385,-0.018695243,0.09433081,0.26097775,-0.43789992,0.02229758,0.47084185,-0.3043037,-0.07288346,0.1783107,-0.40134558,-0.06995047,0.27419862,-0.09365257,0.4628749,-0.49588072,0.04748277,0.13371971,-0.040531814,-0.035852723,0.38064638,-0.15123822,-0.081466846,0.18433142,0.3810099,-0.023702385,0.12887876,-0.497445,0.22116779,0.3640205,0.53421533,-0.03849433,0.10585649,-0.1843897,-0.016414266,-0.17851104,0.022033794,0.03378248,0.1723817,0.031421177,-0.015564795,-0.26056904,0.15163551,-0.08462004,0.2219941,0.015898095,-0.009390084,-0.043106403,0.31097242,0.019752188,0.20820457,0.07749561,-0.24874482,0.26195422,-0.12009033,0.37280586,0.12103736,0.16136089,-0.2501528,-0.37099195,0.011611887,0.058495857,0.44873217,0.045703072,0.2010235,-0.2094358,0.19639936,0.06863936,0.12651421,-0.5638175,-0.07431457,0.028571598,0.35830766,0.19111839,-0.40217474,-0.027903108,0.15765832,0.17705828,0.28848955,0.21155573,0.03579798,0.021188071,0.23561233,0.18824834,-0.12813759,-0.1246278,-0.16463038,-0.06773983,0.14028476,0.34080532,0.29954636,0.2109246,0.24941266,-0.24594095,0.20913891,0.32514015,-0.034736108,-0.050060138,-0.17726588,0.44310382,0.43069044,-0.102704495,-0.10331357,0.3424952,0.5345708,0.076477475,0.349907
49,0.46491015,-0.28622928,-0.034081504,0.013184315,-0.34499335,-0.16448937,0.08372769,0.34120825,0.055596814,-0.19271573,0.089000985,-0.15891178,-0.12341715,-0.28124136,0.26280728,0.28071788,0.32449153,-0.30197182,-0.265545,0.033937763,0.17734079,-0.029243512,-0.2510948,0.23226385,0.3906833,0.09978454,0.30137298,0.21575017,0.5116964,0.0671321,-0.2523163,0.44469762,-0.02234179,-0.092244476,0.6358846,0.41479078,-0.3489776,-0.06974063,-0.3288971,-0.14633927,-0.21421027,0.3883165,-0.32689404,-0.0058493824,0.30148757,-0.058645673,0.023143297,0.22230573,-0.03318893,0.039280243,0.18429032,-0.17060374,-0.33194044,0.28787643,0.15123364,-0.373164,-0.3353405,-0.34066007,-0.059455313,-0.40170732,-0.39020014,-0.21084365,-0.090528,-0.26212606,0.34945473,0.3355034,-0.03298103,-0.15182954,0.7432631,0.11414898,0.40670985,0.22151557,-0.03148444,-0.1789009,0.006259785,0.035887547,-0.3306645,0.091504075,-0.036038168,0.38451314,0.27283114,0.5270299,0.46923408,-0.22048175,-0.47421294,-0.015418853,0.17157121,0.0989285,-0.23604693,0.40125528,-0.055753578,-0.24603507,0.027110333,0.051991366,-0.14675193,0.12592062,0.062461067,-0.15527119,-0.17852804,0.20704678,-0.0387142,0.24846824,0.26791355,0.25748417,-0.33025375,-0.17163421,-0.0095048165,-0.12398535,-0.07797795,0.016085338,-0.51335317,0.38177314,0.008795608,0.09378716,0.24829829,0.23578002,0.39539522,0.23953933,-0.076074176,0.22229604,0.3200743,-0.18652214,0.00078768656,0.05846524,0.41798782,0.9365244,0.99070126,-0.07471295,-0.06259986,-0.50302154,0.109188624,-0.07281865,-0.033850964,0.18408023,0.12966679,-0.32448205,-0.37611112,-0.13376367,0.015606474,0.17523792,-0.111431524,-0.14066538
50,0.43438786,0.2607791,0.25436094,0.103990115,-0.025374519,0.08353492,0.28128704,0.35367742,0.8295622,0.0170321,0.67555255,0.68697876,0.21058425,-0.3407358,0.5565008,0.6808568,0.29480904,-0.039776012,0.58705777,0.083296865,0.20449772,0.5938024,0.89735854,0.46568924,0.8912548,0.3378617,0.39356595,0.44279402,0.7848355,0.023076104,0.5057467,0.27692947,-0.11360867,0.111433476,0.5141172,0.48758242,0.6781216,0.37973982,0.32703328,0.53525025,-0.054024957,0.698622,0.25219652,0.59099156,0.041535914,0.09964752,0.0052432716,0.6261656,0.23274118,0.4325618,0.062158562,0.7035114,0.40856802,0.36486885,0.6509464,0.383016,-0.046311412,0.30822504,0.3313899,0.26145947,0.3944226,0.3885795,0.043325316,0.30315623,0.8977189,0.97817624,0.082426876,0.38335216,0.7595431,-0.041227464,0.49048576,0.37215912,-0.019284345,-0.049511403,0.378094,-0.32991183,0.06160748,0.22196779,0.52188337,0.29260072,0.34178025,0.516128,0.64643407,0.60139287,0.29941684,0.7891102,0.7118378,0.3312146,-0.012317744,0.3362772,0.46588287,0.17062877,0.35901338,-0.13496618,0.515931,0.22224952,-0.13085692,-0.15621017,-0.1650493,0.7294135,0.51025975,0.46295673,0.29282412,0.41727433,0.05025913,-0.08830358,0.59272915,0.1762256,0.53625166,0.5900613,0.387448,0.4029806,0.47735143,0.42860457,0.58373076,0.57711315,0.09709882,-0.08291775,0.1916492,-0.21176401,0.6398536,0.36583725,0.6200417,0.23890701,0.35126993,0.5497834,0.40609837,0.3026293,0.06657169,-0.02807403,0.23011076,0.26236066,0.58587563,0.676318,0.23753333,0.48954213,0.24041715,0.86853594,0.2648173,0.7507627,0.30474192,0.438426
51,-0.31953034,0.12742859,-0.48669624,-0.508868,0.0041982103,0.10865377,0.029602608,-0.29847404,-0.1582275,-0.033170313,0.059991475,0.12050212,-0.312761,-0.47341302,0.07608507,-0.29057547,0.38013616,-0.00052928564,0.041770954,0.015231958,-0.40446737,0.19717585,-0.19176011,0.1792871,-0.23405486,-0.22256926,0.35988972,-0.0039774035,-0.35949987,0.13012603,0.20709024,0.39118546,0.5562341,0.061763983,-0.17503527,-0.14106217,0.17344153,-0.09724752,0.12183997,0.118187666,-0.054278873,-0.060219746,-0.114468805,0.11780252,0.0126085775,-0.721496,0.03481156,-0.053860642,-0.32410803,-0.04469083,0.17933722,0.07427514,0.16751072,-0.15922922,-0.010776563,-0.02207647,-0.044379536,-0.10752161,0.18773891,0.28770253,-0.005274882,0.22429542,0.34835905,0.23358187,0.42563108,0.07718625,-0.01533873,-0.63969374,-0.13922927,0.21249796,-0.20041257,-0.11519852,-0.04271979,0.4001541,-0.4255463,0.19677818,-0.06607429,0.08036092,0.09156513,-0.28912234,-0.15445843,-0.45271027,-0.054303862,0.14009085,-0.094495036,-0.12091197,0.037767917,-0.026056357,0.06952632,-0.048662174,-0.01482106,0.2775177,0.6125174,0.1907918,0.33811387,-0.16945577,0.18579383,-0.062121842,0.0408353,-0.12637118,-0.39371908,-0.027548281,0.10820748,-0.07699566,-0.8436303,-0.036348764,-0.27757204,0.5869503,0.0595669,-0.18318324,0.06494497,0.02994963,0.02903219,0.33775717,-0.059505526,-0.21490385,-0.33769366,-0.16197522,-0.045051057,-0.29951048,0.16079031,-0.12556547,0.15636362,0.08430985,-0.21195409,-0.60609525,-0.7210954,-0.37153018,0.09819923,-0.39593098,-0.107173085,-0.0045449887,0.26301298,0.020786958,0.19195586,-0.14491108,0.34445664,-0.016154068,0.45607057,0.6758297,0.17567769,0.03321028
52,-0.11020742,0.73073906,0.1714901,0.20552613,-0.34141973,0.056638498,0.21109377,-0.13856624,0.22450584,0.08416005,-0.21970944,0.14341418,0.32248625,0.41847032,-0.091347285,0.28025687,-0.14392097,0.26499283,0.32254884,0.25414798,0.15069921,0.43577698,0.44979653,-0.17225677,0.1593845,0.019066185,0.26069388,0.35630518,0.3199579,0.1559065,0.2937743,0.16130912,0.08359732,0.1979536,0.12652469,0.07772055,-0.056834567,0.4304492,0.640371,0.17168958,0.4127866,-0.51313597,0.030439394,0.076981194,0.07549915,0.17612322,0.1555748,0.068268105,0.28566203,0.116918355,-0.32092494,0.12319766,-0.068207145,0.3229209,0.2483849,0.102883026,0.23746209,0.48615316,-0.05111666,0.22835541,0.40623313,0.5561279,-0.23204175,-0.3142245,-0.33569226,0.16813704,0.14555356,0.13194546,0.3360514,0.19473985,-0.1065211,-0.046991456,-0.15866463,0.14071144,0.28692222,0.46853173,0.064041615,0.1702006,0.54221267,0.37324357,0.62732995,0.4022626,0.71260613,-0.2789267,0.48195708,0.2936405,0.028005708,0.35942292,0.08140609,0.46548173,0.022902021,0.4845656,0.1916315,0.054036226,0.3759216,0.5201956,0.15844496,0.29956153,0.16040172,0.1478619,-0.13922597,0.08953235,0.18807912,0.1885913,0.17484686,0.37452435,0.3057623,0.10481811,0.37592053,0.5877504,0.29217684,0.17135972,-0.015717663,0.009424488,0.32998088,0.09870562,0.01246354,0.27965635,0.21463808,0.196877,0.4768802,0.25228927,0.29588428,0.20764394,0.0033625718,0.16633767,-0.002555337,-0.23352468,0.31822908,0.1602493,-0.18971182,-0.16209558,0.026684847,0.19206229,-0.084410556,0.016113635,0.12834299,-0.03182401,0.40138677,-0.21529141,0.21609026,0.25244042
53,0.014260033,0.057433262,0.7158012,0.53794116,0.22518979,0.32851917,0.2782663,0.47059783,0.39530322,0.17332675,0.013865132,0.25106332,0.16123065,0.2130651,0.21572906,0.4261687,0.24895017,0.3768206,0.32635623,0.19739968,-0.12709814,0.2687808,0.29759136,0.21188319,0.2697144,0.15739572,0.1379429,0.20307824,0.30553544,0.10433252,0.21326192,0.30861554,0.20892142,0.25641543,0.7447099,0.41648528,0.68343514,0.6888629,0.2992826,-0.016086226,0.11815571,-0.06137749,-0.12774627,0.46050626,0.3523321,0.08808626,0.0594728,0.09400538,0.15971196,0.14580286,0.08989021,0.2932444,0.3454766,-0.33241194,0.0006242248,0.4172555,0.29958785,-0.3350192,0.3621541,0.22772868,-0.17977093,-0.14804809,0.23608322,-0.5123979,-0.22820419,-0.039501034,0.029731506,0.31625915,0.15832852,0.16472186,0.3053024,0.55945677,0.56350917,0.3524097,-0.5100485,0.1937338,-0.008220182,-0.097271256,-0.1118789,-0.048822768,-0.06768119,0.40369087,0.001494123,0.15102312,-0.053027388,0.04929234,-0.10825386,0.27329043,0.42942318,-0.1443056,0.03872529,0.11356442,0.16232717,-0.015189322,0.15819205,0.37767798,0.13834138,0.038908515,0.16298507,0.2886015,0.102026366,0.5605137,0.444259,0.21182267,0.206391,0.32431155,0.064602874,0.058954146,0.7166038,0.15611582,0.25659552,0.29250652,0.38218942,-0.25172153,0.34664786,0.4876919,0.46553186,0.5633351,0.49066028,0.15186511,0.36041835,-0.047305673,0.343111,0.90668917,0.5854646,0.4148795,0.14794081,0.29779685,-0.072673984,0.15620582,0.16921672,0.14140302,0.57276964,0.6378245,0.03155598,0.26236588,0.16669354,0.31136948,0.31654835,0.40207422,-0.15091991,0.08915366
54,-0.14292935,-0.6273129,-0.10288086,-0.036490396,-0.15459931,-0.42525792,-0.10357234,-0.3252171,-0.136176,-0.19080207,-0.22606142,0.034026146,-0.2651832,-0.1857948,-0.117461964,-0.2585031,-0.52369595,-0.08185389,-0.13389695,-0.32884738,-0.7083453,-0.16642132,-0.08512459,-0.18621568,-0.11082109,-0.34791335,-0.39489186,-0.1516926,-0.024744954,-0.18960688,-0.18894626,-0.2049475,-0.25633213,-0.37268725,0.20508115,0.06532627,-0.059503164,-0.44190446,0.10050388,0.1377136,0.36295152,-0.1567785,-0.27045393,0.15621029,-0.52151453,-0.45966902,-0.04111172,-0.20170915,0.051401377,-0.4894862,-0.39914918,-0.41467795,-0.20468013,-0.016314732,0.2674686,-0.05750918,-0.044998597,0.06790162,-0.33396953,-0.14411363,-0.12324885,0.097915605,-0.1862862,-0.23985142,-0.09768143,-0.41744992,-0.055131815,-0.356466,-0.04115078,-0.06548076,-0.47014704,0.014519051,-0.8636212,-0.2720936,-0.54894227,-0.44107234,-0.25015184,-0.30507168,-0.11535176,-0.057126947,-0.57309496,-0.23350826,0.20288104,0.05720544,-0.14561138,0.060992748,-0.29931667,-0.33386093,-0.08401171,-0.40430772,-0.43915448,-0.62682706,0.32229882,0.014079494,-0.23862897,-0.30414715,-0.18009256,-0.5786639,0.029174084,0.00080331817,-0.1256057,-0.43032295,0.15574619,0.13320379,-0.32722175,-0.18320698,-0.36633396,0.21265906,-0.4600885,0.057093825,-0.20834099,-0.42847723,-0.41125986,-0.20233496,-0.14323674,-0.3905421,-0.39050242,-0.39478067,-0.2542447,-0.19149859,-0.12189319,-0.077318296,-0.3933263,-0.18243253,0.11658933,0.0012510333,-0.03926947,-0.16577709,-0.10638954,0.08015782,-0.13922721,-0.104863316,-0.25306916,0.059239347,-0.2923434,-0.051827125,-0.20052536,-0.27469102,-0.35011482,-0.3850734,-0.643387,-0.32026055
55,-0.44245982,-0.11065552,0.018631669,-0.35945076,0.12811874,-0.049239956,0.00019160291,0.41639006,0.19145325,-0.11528814,0.26129368,-0.14593567,-0.0016761522,-0.31556988,-0.365625,-0.34369788,-0.5250188,-0.20777318,-0.5063089,-0.30174595,-0.1565818,-0.16449022,-0.65516055,-0.101182066,0.09741078,-0.05582471,-0.35735875,-0.057140015,-0.20488083,0.049297016,-0.071599856,-0.21645951,-0.15738428,-0.42621568,-0.3371863,-0.22216138,-0.23696056,-0.39845988,-0.36201447,-0.3250495,-0.39496884,-0.48894876,0.17144021,0.07906727,-0.14025545,-0.31133205,-0.013725805,-0.062029053,-0.12551942,-0.07786142,-0.0028273012,-0.319416,-0.31480044,0.16667461,0.24523595,-0.46513098,-0.18969846,0.08874426,-0.30491498,-0.014809036,0.015183125,-0.33895838,-0.32026115,-0.17679164,-0.8343033,-0.4976118,-0.05328906,-0.44615346,-0.07732394,0.031662975,-0.3034324,-0.14474879,-0.06330668,-0.15541717,-0.019196948,0.22595769,-0.37500465,-0.036773857,0.5224856,0.13012251,0.43343115,-0.080483235,-0.41930038,-0.39285272,-0.2691809,-0.16813582,0.07647177,0.15241611,-0.009087728,-0.015148017,-0.35381243,-0.0060340175,-0.4012683,0.03279524,-0.33580452,0.15378141,0.25623626,-0.03672812,-0.51498944,-0.44550446,-0.10302591,0.46130005,0.054641623,-0.3833913,-0.105640955,-0.28209144,0.2646614,-0.3429496,0.15253916,0.32549646,-0.5952107,-0.49790788,-0.29443085,-0.22280511,-0.56081694,-0.35831583,-0.06690202,-0.15042771,-0.121904045,0.063027166,0.4795986,-0.20963554,-0.4714087,-0.14351389,-0.27198896,0.072433814,-0.07816783,-0.3973037,-0.28022343,0.007192313,-0.08555391,-0.28501168,-0.35663512,-0.16171597,-0.28755045,-0.40973014,-0.14179401,-0.3161786,-0.32015345,-0.021503018,-0.35978743,-0.34545228
56,-0.37106058,0.17240441,-0.4367836,-0.1722098,-0.1800552,0.117606886,-0.4070602,-0.12208899,-0.57192343,0.47221783,0.0056086057,-0.28675985,0.04723971,-0.21404383,-0.20619637,-0.28054407,-0.41275647,0.22927976,0.1537416,-0.023720874,0.25145155,0.09448261,-0.25236312,-0.045545127,-0.64779663,0.04429474,0.017335175,-0.4941195,-0.15015712,0.19265097,0.070219,-0.23130599,0.19021939,0.2984907,-0.3255014,-0.1857856,-0.092805535,-0.38232422,0.32749596,0.34772894,0.45597273,-0.38198254,-0.30713424,0.0057798787,-0.11635092,-0.9577993,0.023909803,-0.0321129,-0.27330056,-0.5159731,-0.2972902,-0.20956963,-0.26559505,0.48400965,0.035688866,0.5074506,0.27182135,0.09827734,-0.373745,-0.1416888,0.17728415,0.44640175,-0.29590744,-0.057242684,-0.4587089,-0.44778615,0.039530493,-0.56975114,-0.11180504,-0.09514123,-0.8045384,-0.19140561,-0.30613464,-0.03910117,0.013469294,-0.21937518,0.30293885,-0.23220463,-0.3342949,-0.08652911,0.15317361,0.17763789,-0.62602067,0.16586673,0.28907302,-0.46986154,-0.09763169,-0.25266266,-0.13857232,-0.12174472,0.00702744,0.32335284,-0.09379909,0.101150535,0.24354044,0.24613053,-0.31359595,0.21143156,-0.18183689,0.16088657,-0.68289644,-0.41385627,0.45361716,-0.60111874,-0.713246,0.2862313,-0.11498296,-0.41180158,0.18182604,0.51711357,0.1445068,-0.38045985,-0.27279764,0.4111628,0.1829164,-0.010153795,0.17435528,-0.2405512,-0.23721485,0.019938264,0.15635127,0.5677511,-0.28373942,-0.29000556,0.042624403,-0.4968451,-0.43955663,-0.05358919,0.14541045,-0.18343936,-0.25710207,0.19241555,-0.019669745,-0.47286,0.19633791,0.3202583,0.48494214,-0.22067234,-0.23468953,-0.49038005,0.0147355525,-0.036540147
57,0.11541175,0.17100087,0.10211667,-0.010083249,-0.040770456,0.08248914,0.22541434,0.24421278,0.2771553,0.049350053,0.2449096,-0.20907947,0.037456162,0.09657364,0.21598302,0.013816183,0.3343925,0.33019647,0.35077402,-0.10409836,0.14995527,0.040671866,0.31060284,-0.18851587,-0.00039913086,0.3973138,0.45063904,0.36099613,0.38771823,0.13678804,0.26348808,0.055184264,0.10511174,-0.045111008,-0.06335926,0.06555472,0.5727934,0.079869784,0.020261861,-0.1595326,0.52478963,-0.034353238,0.09990481,0.020940783,-0.046998117,0.059851255,0.06273134,0.47446468,-0.28831774,0.11747235,0.3566526,-0.1117916,-0.0032325012,0.2016921,-0.04258472,0.2944226,0.31915122,-0.05517574,0.58154106,-0.13078423,-0.063702196,-0.088539734,0.21274328,-0.27142394,0.1749697,-0.065002635,-0.018992517,0.11598342,0.23276624,-0.21087502,-0.21369348,0.16456461,0.6474626,0.20334077,0.08421154,0.39868638,-0.13857457,0.30217233,-0.04223461,-0.20743848,0.2938682,0.08629262,0.05515951,-0.10594656,0.010896349,-0.061020818,-0.0999017,0.08767996,0.13614455,-0.1719015,0.041459184,0.053869665,-0.41073444,0.1419617,-0.23241578,0.11915759,0.027732521,0.6326858,0.2528725,0.10146238,-0.31588927,-0.43493998,0.27400497,0.07103936,-0.13585311,0.32638186,-0.03687004,-0.29563293,0.17707035,0.009924956,0.32374284,0.12879935,-0.135934,-0.26665974,0.063188076,0.053836454,-0.27835968,-0.19723444,-0.119817935,-0.03099715,0.13347742,0.42862588,0.5621968,-0.270339,0.5010216,0.045073092,-0.23482987,0.50605345,0.102508105,0.1796626,0.038058236,0.27436754,0.052070968,-0.0022658813,0.40411034,0.31472918,-0.61461383,0.22280496,-0.32058445,-0.10916698,-0.44456452,0.14412038
