,diabetes,with,ketoacidosis,type,i,juvenile,uncontrolled,coronary,atherosclerosis,native,artery,pneumonitis,due,to,inhalation,food,vomitus,aortic,valve,disorders,other,pulmonary,embolism,infarction,thoracic,aneurysm,without,mention,rupture,congestive,heart,failure,unspecified,subarachnoid,hemorrhage,acute,on,chronic,diastolic,alcohol,withdrawal,septicemia,myocardial,anterior,wall,initial,episode,care,atrial,fibrillation,subendocardial,pancreatitis,gastrointestinal,tract,cirrhosis,liver,respiratory,alcoholic,streptococcal,inferior,intracerebral,obstructive,bronchitis,exacerbation,diverticulosis,colon,mitral,malignant,neoplasm,upper,lobe,bronchus,lung,subdural,pneumonia,organism,duodenal,ulcer,obstruction,methicillin,susceptible,staphylococcus,aureus,paroxysmal,ventricular,tachycardia,cerebral,escherichia,coli,e,secondary,brain,spinal,cord,kidney,following,injury,open,intracranial,wound,no,loss,consciousness,human,immunodeficiency,virus,hiv,disease,state,complicating,a,procedure,dissection,aorta,postoperative,infection,systolic,inflammatory,reaction,vascular,device,implant,graft,gram,negative,organisms,occlusion,stenosis,carotid,nonruptured,single,liveborn,born,in,hospital,delivered,cesarean,section,abdominal
47,0.36811456,-0.30809957,-0.22830953,0.02104721,-0.16081117,-0.001044451,-0.55146486,-0.18697159,0.28957826,-0.04012513,-0.3443528,-0.45068118,-0.28734043,0.28379056,-0.39284757,-0.8067603,-0.3828263,0.17399693,-0.05424851,-0.11926126,-0.41704196,-0.1097807,-0.6569686,-0.22465223,0.089112826,-0.10267602,-0.4564634,-0.32188043,-0.14303735,-0.10291431,-0.13978203,-0.28117678,-0.45970988,-0.34437165,-0.39278132,-0.10403278,-0.030698674,0.008589745,-0.35603252,0.07317493,-0.26731417,-0.33556667,-0.4156085,-0.25187778,0.26042774,-0.5011947,-0.61435294,-0.2827872,-0.29358807,-0.33815125,-0.80334157,-0.035855934,-0.16984124,0.31566176,-0.18207924,-0.004171098,0.15153123,-0.01377449,-0.1197404,-0.7719077,-0.46001813,-0.07270323,-0.21029145,-0.35965875,-0.3398264,0.01420039,-0.23879485,-0.051862914,0.18163203,-0.23102246,-0.3707327,0.07483862,0.0020157478,-0.24943838,-0.53831303,-0.26591083,-0.53904045,-0.48275077,-0.029580252,-0.4137165,0.0011176746,-0.5548636,-0.40593687,-0.27051714,-0.32517606,-0.27677292,-0.21411623,-0.24082395,-0.058147907,0.08722572,-0.29651043,0.042245105,0.032800265,0.1371,0.038665,-0.2023954,-0.03989441,-0.2866338,-0.2717454,-0.21610236,-0.55113536,-0.23415238,-0.22337319,-0.046198968,0.076752715,0.19040489,-0.23599607,-0.10291974,0.2417699,-0.57559085,-0.14244051,-0.253375,-0.19174959,0.37142083,-0.6904075,0.18157183,-0.4829061,0.2637597,-0.06045632,0.06950476,-0.023985187,-0.39218104,-0.6569489,-0.49063012,-0.34265092,-0.24964018,-0.2975005,-0.12761948,-0.1931347,-0.19054563,-0.095526166,-0.33634335,-0.040989965,-0.16956526,-0.6349779,0.26483023,-0.39643803,0.009630136,-0.14657192
48,-0.28615594,0.23836298,-0.4237515,0.1862601,-0.3495064,-0.45658848,-0.11384998,0.2201665,-0.027699944,0.14891098,0.29676118,-0.352153,0.13135211,-0.08306909,0.07634265,0.09322355,-0.40109998,-0.28019208,-0.007775095,-0.29617438,-0.24235827,-0.2759712,-0.12549163,0.11156476,0.023887038,-0.12719072,0.31097242,0.20261335,-0.116094716,-0.124773934,-0.009390084,0.25891918,0.12111198,0.047931526,-0.002108748,0.20055723,0.12103736,0.30859494,-0.28520122,0.11730505,0.2182972,-0.28597736,0.22012645,-0.016233062,-0.066980995,-0.06613117,0.089758486,0.012703461,0.20890777,0.09222708,0.07829353,-0.375367,-0.22345012,0.17442758,-0.31075692,-0.12813759,0.085398495,-0.25129837,-0.06264999,0.49588162,0.42647627,-0.13112791,0.098078795,0.13283996,-0.6689111,-0.3749201,-0.1843897,-0.26962414,-0.4460517,0.043021683,0.2638758,-0.3047488,-0.17260928,0.09194279,-0.2934353,-0.22961152,-0.58417875,-0.6082006,-0.22737916,0.23755273,0.17902775,-0.101851076,-0.052921105,-0.3209908,-0.16703503,-0.035027448,0.19111839,0.07253913,-0.15351641,-0.112252235,-0.14450926,0.011611887,-0.1246278,0.019459188,0.03715175,-0.12502055,-0.45755133,0.28336266,0.09058813,-0.24874482,0.4084225,-0.21810144,-0.4964319,-0.17429656,-0.10965087,0.55263215,-0.086485215,-0.35140306,-0.057291687,0.0018652515,0.3389428,0.3537702,0.19004767,-0.080195226,0.018692482,0.26195422,-0.18156014,0.27992657,-0.10538173,-0.050060138,0.41957247,0.19639936,0.06581864,-0.20889978,0.29877806,-0.056061238,0.13371971,-0.07626649,0.29105118,0.06954975,0.3920613,-0.2983322,0.039927777,-0.20197411,0.19521122,0.49039015,-0.015191531,0.18481365,-0.3043037
49,-0.3537339,0.0671321,0.215941,-0.35015255,-0.07072268,0.38318303,0.17613174,0.28071788,-0.2670337,0.41448617,-0.2510948,-0.10396152,0.04591253,-0.50071836,0.094841704,-0.22682807,0.22939482,0.21575017,0.5116964,-0.060923535,-0.19271573,0.120483965,-0.36129394,-0.3914957,-0.006065825,-0.34893054,-0.22048175,-0.578328,-0.44887635,0.5776318,0.5270299,0.010374992,-0.33173102,-0.026674429,-0.57296675,0.091625154,-0.24603507,0.1258181,0.5605579,-0.34722745,0.0036825961,0.021175548,0.30391958,0.29037634,-0.27912614,0.09986245,-0.26360804,-0.2711654,0.6067791,0.28009585,0.3847105,-0.48031294,0.2076948,0.47060892,-0.021457288,0.22229604,0.540402,0.21961653,0.19624457,0.21487875,-0.020258516,0.33764285,0.33602142,-0.05423837,-0.3260674,-0.041817077,0.7432631,-0.12402907,-0.4480943,0.58238274,0.1509867,0.0033820998,0.37419853,0.0902352,0.11489533,0.1017861,0.013184315,-0.44283828,-0.19313584,0.51415145,-0.12375541,0.20336418,0.5441737,0.26450697,0.71977043,0.1458742,-0.07797795,0.44067803,0.6302344,-0.18301606,-0.17074451,0.12592062,0.3200743,0.19703412,0.53281486,-0.17044604,0.0033249294,0.09978454,-0.13193381,0.0989285,-0.39243782,-0.059472956,0.016815482,0.17086472,0.44718602,0.18983905,-0.027808525,-0.43377307,-0.2556881,-0.16015632,-0.23023169,-0.22685966,-0.20653032,0.028991276,-0.27344626,-0.23604693,0.4658219,-0.20687753,-0.0745389,-0.033850964,0.16879816,0.24846824,0.44469762,-0.09569712,-0.25971195,0.10772738,-0.33194044,-0.26872993,0.34793562,-0.11651611,0.033937763,0.30954117,0.031161914,-0.3865305,-0.184684,0.3025339,-0.027050018,-0.2627399,-0.32689404
50,0.276143,0.023076104,0.12845814,0.2877405,-0.038236238,0.11977922,0.31220543,0.6808568,0.050653532,0.34421942,0.89735854,0.21923774,0.2948406,-0.09815529,0.5039595,0.14114094,0.093384564,0.44279402,0.7848355,0.25168252,0.0170321,0.8175715,0.865344,0.6405139,0.5281823,0.27015728,0.60139287,0.118249066,-0.37795135,0.4679888,0.516128,-0.3160505,0.6303116,0.4756347,0.2406692,0.32972175,0.17062877,0.31670314,0.31942186,0.17551522,0.05919107,-0.1499691,0.5096149,0.62753487,0.54153216,0.2637163,0.52897537,0.52580273,0.8994966,0.60883635,0.63748085,0.2656224,0.27703315,0.27637407,-0.019543698,-0.21176401,0.3759019,-0.16997425,-0.114532396,0.33388042,0.45603043,0.55174786,0.6572156,0.35623056,-0.2468187,0.20195948,0.7595431,0.3879884,0.46466658,0.5784437,1.0551903,1.130682,0.62334645,0.39646408,0.4257093,-0.15380436,0.103990115,0.56088555,0.43404004,0.16495258,0.17700008,0.30180395,0.28899732,0.66932064,0.7737318,0.4124596,0.53625166,-0.6487898,-0.58516526,0.046035476,0.17657217,0.22224952,0.6398536,0.38103554,-0.13536191,0.014027687,0.004183286,0.3378617,0.6990272,0.3312146,0.49839765,-0.39070627,0.23192953,0.19023046,-0.18789177,-0.20506912,0.122041106,0.2845282,0.45646527,0.2147702,0.035293482,0.35411167,-0.19281323,0.3723301,0.2086009,-0.012317744,0.33549345,0.0033590677,0.0039454224,0.58587563,0.40546072,0.46295673,0.27692947,-0.40936792,0.089353874,-0.43103594,0.40856802,0.6121695,0.62195027,0.2591657,0.083296865,-0.2693373,0.10887244,0.12576194,0.18315813,0.4310092,0.42214775,0.22859262,0.25219652
51,0.067009926,0.13012603,0.23495597,-0.15227793,-0.13144311,0.14398478,-0.11625672,-0.29057547,0.23380262,-0.10250305,-0.19176011,-0.62560374,0.062271193,-0.4754642,-0.2387674,0.03584191,-0.37621287,-0.0039774035,-0.35949987,-0.042241797,-0.033170313,-0.41344813,0.11575478,0.35693368,-0.16926329,0.23921296,0.14009085,0.33627298,0.17876709,-0.20584618,-0.45271027,-0.039663173,-0.0980179,0.33348528,0.15054621,-0.08361213,0.2775177,-0.37343726,-0.05278875,-0.1961945,0.28829864,-0.0976559,0.05887521,0.07324404,0.2807828,0.011869142,-0.2529092,0.028470444,0.22624677,0.36944726,-0.113422155,-0.18168953,-0.5625084,-0.2851531,0.015770072,-0.29951048,-0.5219126,-0.08619762,-0.3042194,0.0100224735,0.29641026,-0.38382438,-0.5699391,-0.04306466,-0.26355213,-0.34811845,-0.13922927,-0.2428569,-0.012802656,-0.24214388,-0.25771847,-0.112363674,-0.44874895,0.087861486,-0.46870485,-0.39628616,-0.508868,-0.21859333,0.015751075,0.04210257,-0.052981395,-0.062168553,-0.12161813,0.30042928,-0.06168352,0.6293188,0.0595669,-0.13633609,-0.21811916,-0.15259852,-0.3018256,-0.16945577,0.16079031,0.11817819,-0.5888837,0.10434733,0.39956728,-0.22256926,0.1510177,-0.026056357,0.04778314,0.32462817,0.10757901,-0.1666828,-0.040509716,-0.14276382,-0.19233246,0.15082936,-0.33114418,-0.10472627,-0.061663233,-0.080698155,0.22355184,0.084258534,0.33603135,0.06952632,-0.036140308,-0.03933392,-0.35417724,0.26301298,-0.2773057,-0.027548281,0.39118546,-0.1944149,-0.31090286,-0.55700105,0.16751072,0.18152219,0.032529183,0.07919596,0.015231958,0.08676243,0.0584866,0.07454247,0.019056866,-0.077070825,0.1610787,0.16398418,-0.114468805
52,0.17967701,0.1559065,0.4828807,0.1319081,0.3415318,0.33453107,0.21582706,0.28025687,0.11166579,0.61719173,0.44979653,0.19236968,0.31414846,-0.039745517,0.08487937,0.4639009,0.3738535,0.35630518,0.3199579,0.14497368,0.08416005,0.44253182,-0.06789772,0.095884584,0.36435023,0.6818863,-0.2789267,0.01854655,0.33741114,0.16617146,0.4022626,0.22642784,0.18606526,0.19495511,-0.03708525,-0.046442386,0.4845656,0.24844387,0.47125944,0.19778703,0.13487193,-0.11528446,0.39293644,0.021061445,0.045947947,0.2936057,0.21965626,0.22176951,0.37631303,0.2927823,0.51726115,0.1744535,0.007440842,0.12662607,-0.10240794,0.196877,0.11089427,0.23677208,0.29028144,-0.06050938,0.51820016,0.020897457,0.72342443,0.2445605,0.361906,0.27286214,0.3360514,0.19248815,0.20293207,0.052504122,0.087403536,0.38126764,0.5299859,0.66738224,0.31712377,0.37116235,0.20552613,0.5409649,0.12628503,0.236358,0.30687886,-0.04700354,0.28793508,0.31702527,0.2802056,0.35981447,0.37592053,0.29002532,0.16655003,0.4020703,-0.15987128,0.5201956,0.4768802,0.5076256,0.5743635,-0.039822225,0.025933806,0.019066185,0.43177631,0.35942292,0.24670137,0.3950327,0.054064397,0.37730932,-0.23874366,0.82619685,0.27121693,0.07255199,0.30297676,-0.061112907,0.2873687,0.12483368,0.102190815,0.6545225,0.19454975,0.08140609,0.34545222,-0.09935676,0.30437985,0.026684847,-0.07380136,0.08953235,0.16130912,0.63900304,0.57913303,0.11585803,-0.068207145,0.056662355,0.3571286,0.41762772,0.25414798,0.24239671,0.4200938,0.35203764,0.26462096,0.4458946,-0.014624252,-0.12509967,0.030439394
53,0.1630739,0.10433252,-0.113743074,0.27909145,-0.0052269134,0.4491901,-0.30765525,0.4261687,0.11230147,0.4094745,0.29759136,-0.036435194,0.18248805,-0.40206334,0.105416864,-0.15713781,0.12617521,0.20307824,0.30553544,-0.3901741,0.17332675,0.32395837,0.14520077,0.44312292,0.09126151,0.10726099,0.15102312,0.26327872,0.19843051,0.4938175,0.40369087,0.24955888,0.21517166,0.43581685,0.08787772,0.071253315,0.11356442,0.26046517,0.19342597,-0.21678671,0.14320084,0.18753606,0.33839813,0.13275887,0.44964424,-0.0656819,-0.23632592,-0.11809481,0.44760337,0.07627758,0.18888459,-0.18104218,0.18990135,0.120667726,0.06992431,0.15186511,0.06539842,-0.0560548,0.2614494,0.18814883,0.83227503,0.5055854,0.24399184,-0.16116619,0.3827522,0.4131681,0.15832852,0.59459156,0.24148913,-0.2705134,-0.017780747,0.15625317,0.43451878,0.8495884,0.06259061,0.281763,0.53794116,0.12756921,0.36390877,0.38356638,-0.42845017,0.39350054,0.075619034,0.07979314,0.7076036,-0.35481378,0.7166038,0.4956989,-0.028276265,0.08324506,0.10214007,0.37767798,0.36041835,0.29795134,0.37166765,0.15439071,-0.12662996,0.15739572,0.5263142,0.27329043,0.2131678,0.28257573,0.19839068,0.27232525,0.34352615,0.32293043,0.2730145,0.2749168,-0.13124725,0.26674688,0.13784608,0.20068556,0.09083709,0.22766481,0.3001,0.42942318,0.087408416,-0.19498871,-0.31711206,0.57276964,0.37434408,0.5605137,0.30861554,0.046293084,-0.19514485,0.16920957,0.3454766,-0.056061756,0.112674676,-0.030136865,0.19739968,0.3024081,0.66759634,0.22423618,0.07113886,-0.09060442,-0.049083754,0.016237644,-0.12774627
54,0.0058827973,-0.18960688,-0.66892034,-0.13965134,-0.8534906,-0.15678294,-0.6815169,-0.2585031,0.24323791,0.068683125,-0.08512459,-0.3745263,-0.19822587,-0.4965254,-0.33699277,-0.3906167,-0.21153112,-0.1516926,-0.024744954,-0.22989818,-0.19080207,-0.066285364,-0.07404452,-0.4252112,0.026189948,-0.04776799,0.05720544,0.4463407,-0.07196644,0.13447495,-0.23350826,-0.5156125,-0.021920715,-0.1925024,-0.2588593,-0.51567066,-0.62682706,-0.13032,-0.16546617,-0.28110808,-0.42687786,-0.17626557,-0.5782547,-0.24419549,-0.22170001,-0.43843046,-0.2234451,-0.35483962,-0.12114146,-0.28995526,-0.42003387,-0.2880753,-0.51990354,-0.5183385,0.21818978,-0.19149859,-0.22867455,-0.17309746,-0.1372443,0.11669437,-0.57621986,-0.070281066,0.049196392,0.1075305,-0.35459054,-0.17292814,-0.04115078,0.15864635,0.0018781783,-0.46108583,-0.16173586,0.25130552,0.025555426,-0.15875977,-0.54884267,-0.22396937,-0.036490396,0.14588521,-0.21031132,-0.3597232,-0.26194942,-0.04736639,-0.40899324,0.33540925,-0.3170706,-0.11640736,-0.4600885,-0.12202812,-0.23503484,-0.12991053,-0.30096543,-0.30414715,-0.12189319,0.09161586,-0.21099359,-0.25860515,-0.27311575,-0.34791335,-0.18341109,-0.33386093,-0.2055172,-0.33480647,-0.32040823,-0.08520497,-0.19911823,0.25253356,-0.015372911,0.33728385,-0.50434303,0.058440886,-0.253441,-0.15617758,0.16818628,-0.03924993,-0.41761145,-0.08401171,-0.2944737,0.23048714,-0.16368906,-0.25306916,-0.18530016,-0.43032295,-0.2049475,-0.08545956,0.22727409,-0.3877759,-0.20468013,0.1453482,0.03375975,-0.059162702,-0.32884738,-0.051188167,0.13491908,-0.29775056,-0.36561018,-0.23669186,-0.056166586,-0.24940808,-0.27045393
55,-0.051084008,0.049297016,0.24179186,-0.20218998,0.14426923,-0.14441283,0.20028268,-0.34369788,-0.2237395,0.10508929,-0.65516055,0.28600037,-0.0041799615,0.14766358,-0.10891898,-0.41136995,0.3565484,-0.057140015,-0.20488083,-0.36395082,-0.11528814,-0.20322171,-0.1628262,0.056003302,0.17169191,-0.08841748,-0.39285272,-0.25811437,-0.012496462,0.532213,-0.080483235,0.41011384,0.025893413,0.402215,0.19405304,-0.017802315,-0.0060340175,-0.05551773,-0.1370742,-0.35608196,0.01324771,0.36716563,-0.32216987,-0.04938392,-0.18661825,0.0849098,-0.23364662,-0.502055,-0.24761681,0.23184884,-0.4215337,0.35044363,-0.1798651,-0.5013271,0.005609533,0.063027166,0.07951006,-0.32435945,-0.20981425,-0.18404014,-0.1390252,-0.17039095,0.14445202,-0.046365805,-0.07452863,-0.07370747,-0.07732394,-0.08304186,-0.18504357,0.2192337,-0.048152752,-0.37633076,0.20795727,0.37519744,0.09673993,-0.10158556,-0.35945076,-0.33976167,0.11435882,0.1296513,0.3264484,-0.2875336,-0.3245552,0.08384517,-0.11249573,0.10615151,0.15253916,0.16245842,0.044360563,0.16846666,-0.0038950213,0.15378141,0.4795986,0.30446717,-0.07395117,-0.006286171,-0.030198975,-0.05582471,-0.044397745,0.15241611,-0.29041368,0.07552994,0.5915757,-0.05715168,0.43669057,-0.29593527,-0.001580313,-0.038183857,0.084470235,-0.10564355,-0.38162786,-0.34426278,-0.42738146,-0.2983727,0.44507173,-0.009087728,-0.2949606,0.086469606,0.12578587,-0.35663512,-0.34767377,0.46130005,-0.21645951,0.07391995,-0.20293264,-0.31203783,-0.31480044,-0.10997586,-0.25657484,-0.034341663,-0.30174595,-0.09859922,-0.2010968,-0.1667337,-0.16448918,-0.3602794,0.3092498,-0.20534645,0.17144021
56,-0.31755623,0.19265097,0.0016915959,0.048820224,-0.0011389693,-0.17983001,-0.30349305,-0.28054407,0.037296753,0.27140218,-0.25236312,-0.51218015,0.3703352,0.28055346,-0.757721,-0.12075459,-0.016194344,-0.4941195,-0.15015712,-0.11967425,0.47221783,-0.49426618,-0.28913146,-0.24917689,-0.21357095,-0.15183447,0.16586673,0.019826865,-0.15246606,0.04219705,0.17763789,0.050893478,0.16998723,0.103999,-0.1925675,-0.21728684,0.32335284,-0.2718754,-0.24514821,-0.20465574,0.03339808,0.014634107,-0.17317164,0.037246574,-0.24154323,0.094968185,-0.22140464,-0.72549707,-0.30476877,-0.17863762,0.10323049,0.19246477,-0.17374623,-0.16805278,-0.21048363,0.019938264,-0.5514389,0.21424271,-0.4539395,0.14254268,0.12510966,-0.66261125,-0.7050445,-0.4560436,-0.1099767,-0.2907471,-0.11180504,0.030516807,-0.0007637612,0.022254204,0.053987473,-0.2316282,-0.52026194,0.071361974,-0.32989484,-0.009961203,-0.1722098,-0.33321208,-0.45251316,0.30432278,0.2780124,-0.17388439,-0.1388677,0.30439317,-0.006300627,-0.07601075,0.18182604,0.080014616,-0.102308646,0.08955601,-0.06924737,0.24613053,0.15635127,-0.011867902,0.14059864,-0.0499673,-0.2915279,0.04429474,0.06654891,-0.25266266,0.46502933,0.12445128,0.393807,-0.26963615,-0.61409444,-0.42276424,-0.2995291,0.16031666,0.3499167,-0.18171209,0.26478842,-0.2354973,0.0924736,-0.2121126,-0.434893,-0.13857232,-0.3448928,-0.40670937,-0.14882696,-0.019669745,-0.21871343,-0.41385627,-0.23130599,0.19787052,0.20573016,0.37546614,-0.26559505,-0.0066447333,-0.11096667,-0.23004246,-0.023720874,0.26062784,0.3530805,-0.00994759,-0.35168573,0.08635703,-0.8701822,-0.16160446,-0.30713424
57,-0.026153766,0.13678804,0.13596663,-0.025164701,0.3154047,0.010388924,0.47478038,0.013816183,0.37340757,0.13753775,0.31060284,-0.069531694,0.34213158,0.094268225,-0.18817648,0.41555965,0.09085331,0.36099613,0.38771823,0.09157772,0.049350053,0.05196713,0.3825142,-0.066724375,0.20894648,-0.12062373,-0.10594656,-0.095456116,-0.17111993,0.2634867,0.08629262,0.08441499,0.08760741,-0.071337335,0.048276927,0.17371318,0.053869665,0.38147345,0.80703056,0.2738779,0.22351442,0.40933383,0.03829086,0.45433357,-0.040017214,0.10731952,-0.2098248,-0.0005547017,0.18861055,0.10193311,0.57245976,0.23746918,0.20408891,0.04021761,0.33444872,-0.03099715,-0.18984208,0.55675006,-0.48307323,0.3589031,0.050936285,0.3407516,0.23523392,-0.060550813,-0.112983026,-0.08406119,0.23276624,-0.014457487,-0.16315679,0.009096888,0.2923685,0.03528016,0.0015133539,-0.3179937,0.3176006,0.027812848,-0.010083249,0.11376595,-0.08737898,-0.3584592,0.24815747,0.03945613,-0.07177873,0.0016281289,0.21746628,0.065244205,0.17707035,-0.04572317,0.22977912,-0.05575273,0.30520847,0.11915759,0.13347742,0.26057377,-0.10955134,0.31526124,0.027553309,0.3973138,0.07347652,0.08767996,-0.45027527,0.11462611,0.2487578,0.3035193,-0.18163694,-0.022746993,-0.12726124,0.05556834,-0.053720664,0.23698147,0.08784823,0.14567387,-0.2654077,0.23894532,0.41702616,0.13614455,0.7802538,-0.16118425,-0.21116589,0.052070968,0.13724574,-0.43493998,0.055184264,0.21846265,0.34009004,-0.01400363,-0.0032325012,0.15884204,0.10001617,0.0017308241,-0.10409836,-0.002070323,-0.38555986,0.07622635,-0.21236919,-0.23846969,-0.38484243,-0.1435164,0.09990481
58,0.3795592,-0.17928231,0.33077297,0.22426243,-0.18001181,-0.17766891,0.5429228,0.37949005,0.34084296,-0.18346995,0.21816461,0.12648264,-0.25523442,0.20428647,0.046086386,-0.07782972,-0.31017238,-0.39355615,-0.6357919,0.1736485,-0.067029215,0.22387676,0.26746717,0.33127293,-0.33876204,-0.10267467,0.24789196,0.26094168,0.0125203775,0.412894,0.02517364,0.028472492,0.67221624,0.25496906,0.3304631,0.18200518,-0.06410084,0.2555098,0.23581426,-0.1265036,-0.26266822,-0.07190335,0.44854656,-0.11251256,-0.11777796,-0.266348,-0.41244173,-0.14246193,-0.23251164,-0.2639458,0.66152126,0.2859194,0.27845913,0.1781347,0.25968367,0.062479287,-0.27457675,0.16800737,-0.073442884,-0.28298688,0.10375307,0.22717501,0.029772839,-0.017020775,0.67910665,0.5538272,-0.24826783,0.56802976,0.18058917,-0.16353849,-0.35328084,0.13225596,0.31288052,0.14474763,0.14779842,-0.12933645,0.20747782,0.21947864,-0.036851883,-0.48723087,0.0728959,-0.31335843,-0.28533223,0.1315067,0.11141209,0.06429558,0.48034704,-0.03501179,0.039687548,0.06328712,0.0348429,-0.02805871,-0.02689829,-0.24632728,0.34303647,-0.35670027,0.1692055,0.5068625,0.09859741,0.08639918,0.10671541,0.05850072,-0.013211132,-0.021965142,0.05977567,0.28156757,0.023300255,0.14181839,0.030856203,0.41158548,0.050703704,-0.46502882,0.15960869,-0.3654255,0.11981316,-0.025741119,-0.1590462,-0.041866254,-0.4248952,0.46057776,-0.3612888,-0.5420352,-0.23083574,0.05974791,-0.027069468,-0.00505131,0.2546134,0.095235586,-0.18033808,0.11541241,0.037796635,0.056079403,-0.59853256,-0.0704816,-0.19547938,-0.36633062,0.017929075,0.13490105,-0.17845331
59,-0.24151012,-0.014689824,-0.32107273,0.122500464,-0.29946086,-0.2942383,-0.4161297,-0.7123492,-0.009689449,-0.18461248,-0.41702464,0.124916054,-0.09684761,-0.05991516,-0.5685489,-0.37451085,-0.36413378,-0.2577791,-0.26602724,0.11525435,-0.17653358,-0.29671162,-0.38138974,-0.3685892,-0.21700206,0.013728678,-0.25036862,-0.42182404,-0.47068572,-0.35391605,-0.053539176,-0.0690884,-0.02894515,-0.11813614,-0.06480375,-0.47039145,-0.029163964,-0.07889914,-0.4935676,-0.40083647,-0.7020413,-0.091905564,-0.26797047,0.0033969318,-0.19474183,-0.278645,-0.67645764,-0.17962024,-0.19140005,-0.119420506,-0.41635847,-0.17212784,-0.14509587,-0.18791841,-0.32162827,0.06614438,-0.6139668,-0.6031708,0.34463862,-0.3773812,0.16827652,-0.7852214,-0.5154253,-0.6691608,-0.55270225,-0.4367473,-0.37720186,0.10018091,0.3104858,-0.4609987,0.49135685,-0.22259225,-0.18506707,0.04853351,0.08958211,0.19953214,-0.057048425,-0.02461207,-0.6281376,0.01273682,0.13977337,0.3187182,0.12107339,-0.07003972,-0.22172467,-0.37214535,0.116455,-0.09294503,-0.4180324,-0.43822297,0.00072802,0.41924495,0.039765928,-0.12319492,0.063138776,-0.27833393,-0.11861687,-0.5626147,-0.1271679,0.16493897,-0.36889115,-0.17485371,-0.32756406,-0.011788956,0.10702404,-0.21269539,-0.2019535,-0.021829942,0.10425382,-0.2798537,-0.34397843,0.30296,0.3997762,-0.27874902,-0.6416617,-0.09807383,-0.4525323,-0.58304197,0.2273824,-0.23827955,-0.21255398,-0.291228,-0.28978425,-0.5452322,-0.53374505,0.3244367,-0.38331634,-0.48694208,-0.52812374,-0.3161938,-0.19134691,-0.8847639,-0.43199557,-0.19185941,-0.7401753,-0.3058925,-0.23142181,-0.28755897,-0.28268614
60,0.6420616,0.23195456,1.2530546,0.38825375,0.8081495,0.047485095,0.090979956,0.29009917,-0.0437663,0.032683797,-0.022939034,0.31247297,-0.14310636,0.2305707,0.5455841,-0.027668532,0.16549766,-0.1308551,-0.14666305,0.2991211,-0.00935932,0.41912836,0.6333557,0.039388597,0.33793476,0.09467301,0.17229064,0.195366,-0.21109031,0.58181804,0.22766368,0.30936882,0.03519505,0.093811974,0.16013715,0.5728163,0.26363182,0.3904871,0.54240155,-0.046124734,-0.09461228,0.47412616,0.021671245,-0.2186591,0.32016826,0.31035668,0.5541735,0.028303139,0.3907677,0.3944587,0.09687858,0.7356279,0.36785722,0.49178895,0.24864276,0.09110028,0.29333764,-0.019456869,-0.042587616,0.07539348,0.11309908,0.3569864,0.21648514,0.27355817,0.16350207,-0.001632164,-0.015650496,0.09944227,0.08656777,0.2813787,-0.32534763,0.35664326,-0.03882277,-0.25528535,0.34000567,0.10091256,0.4269265,0.46610433,0.5443897,0.30247688,0.08343904,0.17568937,0.04180012,0.45251283,0.14850964,0.806838,0.14127877,0.28781,-0.05028542,0.4397477,-0.039320976,0.104470156,0.3097207,0.15065779,0.30944264,0.46491057,-0.19388299,-0.14803395,0.03483564,0.21880841,0.020939238,-0.3996215,0.10613754,-0.1219792,0.09812694,0.35829854,0.12591246,0.20880373,0.09830155,0.5654384,0.26407865,-0.007091019,-0.07411577,0.16643748,0.49362677,0.39667895,0.54485923,0.038212173,0.1252716,-0.1253598,0.25896984,-0.08323331,0.11336559,0.53808933,0.318968,0.04024246,0.2923537,0.72425365,0.12234186,-0.049183317,0.25678843,0.049743783,-0.06555229,0.32370952,0.03474671,0.6309832,0.11931755,0.12974231,0.4599545
